daycare_id,enrollment,year,staff,monthly_budget,percent_budget_used,monthly_price,opening_time,closing_time
91,34,2021,3,16452.27,99.83,457,6:45,16:00
91,21,2022,3,12546.3,94.77,723,6:45,16:00
91,81,2023,9,22425.69,75.04,294,6:45,16:00
91,29,2024,3,18991.41,72.28,763,6:45,16:00
91,64,2025,10,25613.52,98.19,414,6:45,16:00
92,50,2015,8,42314.09,70.34,764,8:15,16:00
92,20,2016,2,8775.16,96.47,523,8:15,16:00
92,97,2017,13,28241.45,74.1,279,8:15,16:00
92,29,2018,3,22959.87,73.24,742,8:15,16:00
92,45,2019,4,18775.41,88.96,350,8:15,16:00
92,46,2020,6,33681.12,99.24,619,8:15,16:00
92,74,2021,12,37917.92,74.68,630,8:15,16:00
92,88,2022,11,34007.03,88.82,391,8:15,16:00
92,89,2023,12,44779.57,85.01,601,8:15,16:00
92,93,2024,10,47652.63,77.99,428,8:15,16:00
92,85,2025,8,17978.88,92.2,214,8:15,16:00
93,91,2015,13,63251.66,81.65,782,7:15,19:45
93,23,2016,3,10011.33,99.52,527,7:15,19:45
93,29,2017,4,16322.6,84.39,488,7:15,19:45
93,46,2018,6,33230.39,70.97,627,7:15,19:45
93,100,2019,11,91823.93,95.72,781,7:15,19:45
93,44,2020,5,23984.82,99.88,559,7:15,19:45
93,71,2021,8,21801.28,86.35,338,7:15,19:45
93,91,2022,9,64024.69,73.14,603,7:15,19:45
93,99,2023,9,88066.67,77.59,745,7:15,19:45
93,70,2024,11,48208.86,91.39,746,7:15,19:45
93,70,2025,8,17329.69,97.61,300,7:15,19:45
94,70,2015,11,53878.55,95.85,798,6:00,18:45
94,67,2016,9,39429.92,79.11,528,6:00,18:45
94,53,2017,5,45573.18,75.99,792,6:00,18:45
94,60,2018,6,28355.54,82.59,517,6:00,18:45
94,34,2019,5,6232.68,78.87,229,6:00,18:45
94,33,2020,4,24413.12,74.09,622,6:00,18:45
94,21,2021,2,17907.49,99.97,735,6:00,18:45
94,76,2022,10,25996.73,84.29,375,6:00,18:45
94,97,2023,12,34324.79,75.38,349,6:00,18:45
94,43,2024,6,29518.69,82.55,662,6:00,18:45
94,89,2025,8,47922.84,73.41,536,6:00,18:45
95,97,2015,9,22822.84,79.74,224,8:45,16:15
95,93,2016,11,68327.4,95.51,675,8:45,16:15
95,28,2017,4,11248.59,92.49,451,8:45,16:15
95,60,2018,10,55502.75,85.44,783,8:45,16:15
95,55,2019,5,31379.54,72.62,599,8:45,16:15
95,81,2020,9,46993.46,81.89,589,8:45,16:15
95,82,2021,11,34694.76,71.82,389,8:45,16:15
95,24,2022,2,11964.03,73.61,547,8:45,16:15
95,28,2023,2,9281.7,72.95,369,8:45,16:15
95,36,2024,3,24952.86,73.34,736,8:45,16:15
95,99,2025,9,20981.03,84.94,243,8:45,16:15
96,74,2015,9,19437.29,76.27,317,9:30,17:30
96,45,2016,5,12243.36,71.89,323,9:30,17:30
96,41,2017,6,8690.91,99.06,227,9:30,17:30
96,35,2018,3,15804.48,91.53,403,9:30,17:30
96,46,2019,4,30109.22,89.16,728,9:30,17:30
96,88,2020,12,33878.52,90.73,346,9:30,17:30
96,86,2021,12,24359.2,82.09,289,9:30,17:30
96,98,2022,10,76813.24,92.87,794,9:30,17:30
96,92,2023,9,52855.66,79.62,529,9:30,17:30
96,91,2024,9,63265.33,98.5,604,9:30,17:30
96,47,2025,5,20197.45,70.59,414,9:30,17:30
97,83,2015,13,57839.36,92.69,785,8:45,16:15
97,23,2016,2,9255.46,78.79,463,8:45,16:15
97,46,2017,6,30843.63,73.87,753,8:45,16:15
97,60,2018,6,12344.98,87.09,245,8:45,16:15
97,85,2019,12,18620.29,85.55,225,8:45,16:15
97,73,2020,7,39105.07,95.9,553,8:45,16:15
97,32,2021,3,20994.49,78.69,579,8:45,16:15
97,54,2022,6,22371.02,93.77,487,8:45,16:15
97,77,2023,11,52173.65,85.04,800,8:45,16:15
97,41,2024,5,32197.53,78.46,681,8:45,16:15
97,32,2025,4,19765.66,85.65,531,8:45,16:15
98,78,2015,7,23438.61,99.14,358,6:45,16:45
98,52,2016,5,9092.34,82.11,200,6:45,16:45
98,58,2017,9,24672.96,72.34,531,6:45,16:45
98,56,2018,8,36420.39,96.01,661,6:45,16:45
98,34,2019,4,7199.68,99.17,251,6:45,16:45
98,81,2020,13,53677.72,73.08,639,6:45,16:45
98,75,2021,8,44449.45,80.62,574,6:45,16:45
98,92,2022,13,43756.36,90.71,412,6:45,16:45
98,29,2023,2,18256.13,72.08,597,6:45,16:45
98,33,2024,5,24158.36,86.99,800,6:45,16:45
98,33,2025,4,25907.78,72.35,760,6:45,16:45
99,85,2015,14,52099.36,81.81,615,7:45,17:00
99,24,2016,4,5660.69,86.75,275,7:45,17:00
99,69,2017,9,29032.87,98.3,434,7:45,17:00
99,25,2018,3,15848.66,75.98,772,7:45,17:00
99,27,2019,4,19605.87,78.53,644,7:45,17:00
99,57,2020,9,23381.36,70.06,443,7:45,17:00
99,61,2021,10,37191.87,95.41,667,7:45,17:00
99,76,2022,9,47004.52,85.36,706,7:45,17:00
99,100,2023,11,52004.63,95.85,538,7:45,17:00
99,40,2024,5,18260.2,84.92,416,7:45,17:00
99,63,2025,10,34420.7,92.32,522,7:45,17:00
100,22,2015,2,9921.33,77.57,431,6:15,18:30
100,55,2016,6,19200.23,97.05,393,6:15,18:30
100,75,2017,9,55495.13,72.6,706,6:15,18:30
100,49,2018,5,27872.73,97.87,563,6:15,18:30
100,98,2019,9,59165.04,88.13,668,6:15,18:30
100,76,2020,8,43117.94,94.29,478,6:15,18:30
100,38,2021,3,9454.83,98.63,251,6:15,18:30
100,92,2022,11,62402.97,96.38,721,6:15,18:30
100,63,2023,6,54672.28,83.05,732,6:15,18:30
100,59,2024,5,17352.37,77.95,351,6:15,18:30
100,69,2025,9,19813.59,98.75,265,6:15,18:30
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
