DATAFLOW,LAST UPDATE,freq,nace_r2,wstatus,worktime,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovenia,2015,38.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovenia,2016,38.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovenia,2017,37.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovenia,2018,37.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovenia,2019,38.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovenia,2020,38.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovenia,2021,38.5,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovenia,2022,38.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovenia,2023,38.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovenia,2024,38.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovakia,2015,38.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovakia,2016,38.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovakia,2017,38.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovakia,2018,38.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovakia,2019,38.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovakia,2020,38.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovakia,2021,38.5,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovakia,2022,38.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovakia,2023,38.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Slovakia,2024,38.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Türkiye,2015,41.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Türkiye,2016,41.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Türkiye,2017,41.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Türkiye,2018,40.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Türkiye,2019,41.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Türkiye,2020,40.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Türkiye,2021,41.2,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Türkiye,2022,41.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Türkiye,2023,41.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,Türkiye,2024,40.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,United Kingdom,2015,31.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,United Kingdom,2016,31.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,United Kingdom,2017,31.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,United Kingdom,2018,31.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Females,Hour,United Kingdom,2019,32.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Austria,2015,40.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Austria,2016,40.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Austria,2017,40.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Austria,2018,40.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Austria,2019,40.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Austria,2020,40.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Austria,2021,39.7,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Austria,2022,39.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Austria,2023,39.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Austria,2024,39.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bosnia and Herzegovina,2021,42.0,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bosnia and Herzegovina,2022,42.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bosnia and Herzegovina,2023,42.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bosnia and Herzegovina,2024,41.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Belgium,2015,40.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Belgium,2016,40.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Belgium,2017,40.8,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Belgium,2018,40.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Belgium,2019,40.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Belgium,2020,40.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Belgium,2021,39.4,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Belgium,2022,39.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Belgium,2023,39.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Belgium,2024,38.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bulgaria,2015,41.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bulgaria,2016,41.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bulgaria,2017,41.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bulgaria,2018,41.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bulgaria,2019,40.8,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bulgaria,2020,40.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bulgaria,2021,40.6,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bulgaria,2022,40.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bulgaria,2023,40.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Bulgaria,2024,40.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Switzerland,2015,39.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Switzerland,2016,39.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Switzerland,2017,39.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Switzerland,2018,39.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Switzerland,2019,39.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Switzerland,2020,39.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Switzerland,2021,39.9,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Switzerland,2022,39.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Switzerland,2023,39.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Switzerland,2024,39.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Cyprus,2015,41.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Cyprus,2016,40.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Cyprus,2017,41.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Cyprus,2018,41.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Cyprus,2019,41.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Cyprus,2020,40.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Cyprus,2021,39.9,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Cyprus,2022,40.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Cyprus,2023,41.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Cyprus,2024,41.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Czechia,2015,41.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Czechia,2016,41.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Czechia,2017,41.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Czechia,2018,41.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Czechia,2019,41.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Czechia,2020,41.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Czechia,2021,40.5,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Czechia,2022,40.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Czechia,2023,40.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Czechia,2024,40.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Germany,2015,39.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Germany,2016,39.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Germany,2017,38.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Germany,2018,38.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Germany,2019,38.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Germany,2020,38.4,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Germany,2021,38.4,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Germany,2022,38.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Germany,2023,37.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Germany,2024,37.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Denmark,2015,35.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Denmark,2016,35.4,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Denmark,2017,35.4,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Denmark,2018,35.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Denmark,2019,35.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Denmark,2020,35.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Denmark,2021,36.2,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Denmark,2022,36.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Denmark,2023,35.7,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Denmark,2024,35.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Euro area – 20 countries (from 2023),2015,39.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Euro area – 20 countries (from 2023),2016,39.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Euro area – 20 countries (from 2023),2017,39.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Euro area – 20 countries (from 2023),2018,39.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Euro area – 20 countries (from 2023),2019,39.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Euro area – 20 countries (from 2023),2020,39.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Euro area – 20 countries (from 2023),2021,39.1,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Euro area – 20 countries (from 2023),2022,39.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Euro area – 20 countries (from 2023),2023,38.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Euro area – 20 countries (from 2023),2024,38.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Estonia,2015,40.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Estonia,2016,39.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Estonia,2017,39.7,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Estonia,2018,39.6,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Estonia,2019,39.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Estonia,2020,39.1,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Estonia,2021,39.0,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Estonia,2022,38.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Estonia,2023,38.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Estonia,2024,38.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Greece,2015,44.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Greece,2016,44.4,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Greece,2017,44.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Greece,2018,44.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Greece,2019,43.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Greece,2020,43.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Greece,2021,43.4,b,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Greece,2022,43.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Greece,2023,42.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Greece,2024,43.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Spain,2015,40.5,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Spain,2016,40.3,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Spain,2017,40.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Spain,2018,40.2,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Spain,2019,39.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Spain,2020,39.8,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Spain,2021,39.7,bd,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Spain,2022,39.8,d,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Spain,2023,39.7,d,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,Spain,2024,39.6,d,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,European Union - 27 countries (from 2020),2015,40.0,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,European Union - 27 countries (from 2020),2016,39.9,,
ESTAT:LFSA_EWHUN2(1.0),14/04/25 23:00:00,Annual,Total - all NACE activities,Employed persons,Total,15 years or over,Males,Hour,European Union - 27 countries (from 2020),2017,39.8,,
